date,ret1_fwd,pos,pos_prev,turnover,tc,strategy_ret,bh_ret,cum_strategy,cum_bh
2022-04-13,-0.012218479951524586,1,1,0,0.0,-0.012218479951524586,-0.012218479951524586,1.0306239317557804,1.1869779633307658
2022-04-14,-0.00020491150171686456,1,1,0,0.0,-0.00020491150171686456,-0.00020491150171686456,1.0304127666940328,1.1867347628119376
2022-04-18,0.01593004016149635,1,1,0,0.0,0.01593004016149635,0.01593004016149635,1.0469587224211578,1.205790874576086
2022-04-19,-0.000618718957692721,1,1,0,0.0,-0.000618718957692721,-0.000618718957692721,1.0463111495651336,1.2050450596516813
2022-04-20,-0.01486284731647558,1,1,0,0.0,-0.01486284731647558,-0.01486284731647558,1.0308749835514128,1.1872671017253718
2022-04-21,-0.02813199052103066,1,1,0,0.0,-0.02813199052103066,-0.02813199052103066,1.0022785416339117,1.1543323470201168
2022-04-22,0.005681687572860028,1,1,0,0.0,0.005681687572860028,0.005681687572860028,1.0079893834149412,1.1609095699404137
2022-04-25,-0.028550028430272434,1,1,0,0.0,-0.028550028430272434,-0.028550028430272434,0.9796181842299716,1.1282342291219098
2022-04-26,0.002095905140411247,1,1,0,0.0,0.002095905140411247,0.002095905140411247,0.9816735241643118,1.130601380838501
2022-04-27,0.024445646004581434,1,1,0,0.0,0.024445646004581434,0.024445646004581434,1.0059668913790971,1.158580249415643
2022-04-28,-0.03695920232685879,1,1,0,0.0,-0.03695920232685879,-0.03695920232685879,0.969465837316859,1.1165416886222688
2022-04-29,0.005659270037375208,1,1,0,0.0,0.005659270037375208,0.005659270037375208,0.9749678603146055,1.1228784132517253
2022-05-02,0.004825441551572496,1,1,0,0.0,0.004825441551572496,0.004825441551572496,0.9796838800269594,1.128309891505545
2022-05-03,0.02942523504760608,1,1,0,0.0,0.02942523504760608,0.02942523504760608,1.0089396261928036,1.1620039722751387
2022-05-04,-0.03630072399124984,1,1,0,0.0,-0.03630072399124984,-0.03630072399124984,0.9729711773418621,1.120578817234809
2022-05-05,-0.005690318260649363,1,1,0,0.0,-0.005690318260649363,-0.005690318260649363,0.9674503841164046,1.1142204747814566
2022-05-06,-0.032561554986877184,1,1,0,0.0,-0.032561554986877184,-0.032561554986877184,0.9364560456088414,1.078524043073514
2022-05-09,0.002454867109817016,1,1,0,0.0,0.002454867109817016,0.002454867109817016,0.9387577447818863,1.0811749287287367
2022-05-10,-0.016600202520525187,1,1,0,0.0,-0.016600202520525187,-0.016600202520525187,0.9233028085404524,1.063375352978529
2022-05-11,-0.0012968422441890226,1,1,0,0.0,-0.0012968422441890226,-0.0012968422441890226,0.9221062065238849,1.0619972167051714
2022-05-12,0.023589314531626826,1,1,0,0.0,0.023589314531626826,0.023589314531626826,0.9441166447933365,1.0873468174509866
2022-05-13,-0.003954237650276582,1,1,0,0.0,-0.003954237650276582,-0.003954237650276582,0.9403907545927301,1.08305567940767
2022-05-16,0.019968898134441915,1,1,0,0.0,0.019968898134441915,0.019968898134441915,0.9593580696945588,1.104900490454379
2022-05-17,-0.04123376798544065,1,1,0,0.0,-0.04123376798544065,-0.04123376798544065,0.9206045883070157,1.0602677907935074
2022-05-18,-0.005850892213604908,1,1,0,0.0,-0.005850892213604908,-0.005850892213604908,0.9152339569032455,1.0540823909313217
2022-05-19,0.00014611357151927962,1,1,0,0.0,0.00014611357151927962,0.00014611357151927962,0.9153676947756856,1.0542364179265795
2022-05-20,0.01838502294652855,1,1,0,0.0,0.01838502294652855,0.01838502294652855,0.9323524045755527,1.0737978463242928
2022-05-23,-0.008153945948249586,1,1,0,0.0,-0.008153945948249586,-0.008153945948249586,0.924780963972683,1.0650777566103233
2022-05-24,0.009406385602540368,1,1,0,0.0,0.009406385602540368,0.009406385602540368,0.9335208512505554,1.075143555861808
2022-05-25,0.019688139439344,1,1,0,0.0,0.019688139439344,0.019688139439344,0.9520822601781348,1.0965208814667682
2022-05-26,0.024441095491292586,1,1,0,0.0,0.024441095491292586,0.024441095491292586,0.975638895955268,1.1236512504559992
2022-05-27,-0.006294055196399029,1,1,0,0.0,-0.006294055196399029,-0.006294055196399029,0.9695174554430632,1.1166011376379814
2022-05-31,-0.0075109239121431415,1,1,0,0.0,-0.0075109239121431415,-0.0075109239121431415,0.9622627624328144,1.108245848702254
2022-06-01,0.018263262738202002,1,1,0,0.0,0.018263262738202002,0.018263262738202002,0.979998281341116,1.128671990055799
2022-06-02,-0.01648245720240027,1,1,0,0.0,-0.01648245720240027,-0.01648245720240027,0.9639778919898943,1.1102211773607324
2022-06-03,0.0031324562641241727,1,1,0,0.0,0.0031324562641241727,0.0031324562641241727,0.9670022449298076,1.1137043492359442
2022-06-06,0.009478331934065665,1,1,0,0.0,0.009478331934065665,0.009478331934065665,0.9762113879004497,1.1243105940848215
2022-06-07,-0.010852585537421078,1,1,0,0.0,-0.010852585537421078,-0.010852585537421078,0.9656742513192634,1.1121748881953153
2022-06-08,-0.024086469933733312,1,1,0,0.0,-0.024086469933733312,-0.024086469933733312,0.9426924537657762,1.0857065650628943
2022-06-09,-0.029542425335362665,1,1,0,0.0,-0.029542425335362665,-0.029542425335362665,0.9152503808524921,1.05410130652723
2022-06-10,-0.03953987319895802,1,1,0,0.0,-0.03953987319895802,-0.03953987319895802,0.8797676116435684,1.0132355126802033
2022-06-13,-0.003780844063994593,1,1,0,0.0,-0.003780844063994593,-0.003780844063994593,0.8764476276172101,1.0094118600786341
2022-06-14,0.014487056184645297,1,1,0,0.0,0.014487056184645297,0.014487056184645297,0.8892371915237001,1.0241417048356367
2022-06-15,-0.03305221501708466,1,1,0,0.0,-0.03305221501708466,-0.03305221501708466,0.8603263482920418,0.9908448515801267
2022-06-16,0.002198428750711301,1,1,0,0.0,0.002198428750711301,0.002198428750711301,0.8622197950123758,0.9930255495656165
2022-06-17,0.024182488501784505,1,1,0,0.0,0.024182488501784505,0.024182488501784505,0.8833245697947779,1.0173320903084588
2022-06-21,-0.0013023811491290616,1,1,0,0.0,-0.0013023811491290616,-0.0013023811491290616,0.8821748933474873,1.0160079985948407
2022-06-22,0.009487049060657782,1,1,0,0.0,0.009487049060657782,0.009487049060657782,0.8905839553619547,1.0256927837001606
2022-06-23,0.03010553708080721,1,1,0,0.0,0.03010553708080721,0.03010553708080721,0.9178031318211703,1.05704133057706
2022-06-24,-0.0029775299301260105,1,1,0,0.0,-0.0029775299301260105,-0.0029775299301260105,0.915074409967703,1.053898639428207
2022-06-27,-0.02034865838324862,1,1,0,0.0,-0.02034865838324862,-0.02034865838324862,0.896642046355635,1.0326699363625296
2022-06-28,-0.0007120065009615928,1,1,0,0.0,-0.0007120065009615928,-0.0007120065009615928,0.8960038586134659,1.0319349303500727
2022-06-29,-0.00879781483060782,1,1,0,0.0,-0.00879781483060782,-0.00879781483060782,0.8881555571518616,1.022895977733641
2022-06-30,0.010498459915641689,1,1,0,0.0,0.010498459915641689,0.010498459915641689,0.8975289396149738,1.0336913785416069
2022-07-01,0.0015829235665787422,1,1,0,0.0,0.0015829235665787422,0.0015829235665787422,0.8989507843640707,1.0353289287017127
2022-07-05,0.0035667473495824,1,1,0,0.0,0.0035667473495824,0.0035667473495824,0.9021628395810931,1.0390282788158827
2022-07-06,0.014853713471199015,1,1,0,0.0,0.014853713471199015,0.014853713471199015,0.9156633258621317,1.0545768986529385
